ProviderKey,ProviderDurableKey,NPI,ProviderName,FirstName,LastName,Credentials,Gender,ProviderType,IsProviderActive,PrimarySpecialty,ProviderStatus,HireDate,TerminationDate,_IsCurrent,EffectiveDate,ExpirationDate
528,100528,1329377647,"Katherine Rice, MD",Katherine,Rice,MD,F,Surgeon,1,Orthopedic Surgery,Active,2018-10-20,,1,2018-10-20,9999-12-31
529,100529,1251784391,"Doris Daniels, MD",Doris,Daniels,MD,F,Surgeon,1,General Surgery,Active,2016-06-25,,1,2016-06-25,9999-12-31
530,100530,1935417595,"Ronald Webb, DO",Ronald,Webb,DO,M,Physician,1,Radiology,Active,2006-04-12,,1,2006-04-12,9999-12-31
531,100531,1856464333,"Benjamin Harper, DO",Benjamin,Harper,DO,M,Surgeon,0,General Surgery,Terminated,2016-06-05,2022-09-09,1,2016-06-05,9999-12-31
532,100532,1797787529,"Marcus Lawson, PA",Marcus,Lawson,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2005-01-29,,1,2005-01-29,9999-12-31
533,100533,1062845573,"Larry Maldonado, DO",Larry,Maldonado,DO,M,Surgeon,1,Orthopedic Surgery,Active,2010-11-18,,1,2010-11-18,9999-12-31
534,100534,1636340296,"Taylor Fisher, DO",Taylor,Fisher,DO,F,Surgeon,1,General Surgery,Active,2019-01-20,,1,2019-01-20,9999-12-31
535,100535,1718196018,"Andrew Walker, MD",Andrew,Walker,MD,M,Physician,1,Family Medicine,Active,2011-07-24,,1,2011-07-24,9999-12-31
536,100536,1926007951,"Becky Contreras, DO",Becky,Contreras,DO,F,Physician,1,Anesthesiology,Active,2013-12-04,,1,2013-12-04,9999-12-31
537,100537,1930293397,"Peter Murray, MD",Peter,Murray,MD,M,Physician,1,Internal Medicine,Active,2020-07-25,,1,2020-07-25,9999-12-31
538,100538,1539835497,"Ralph Brooks, MD",Ralph,Brooks,MD,M,Surgeon,1,Orthopedic Surgery,Active,2018-11-15,,1,2018-11-15,9999-12-31
539,100539,1989022905,"Theodore Patterson, DO",Theodore,Patterson,DO,M,Physician,1,OB/GYN,Active,2019-11-25,,1,2019-11-25,9999-12-31
540,100540,1730368003,"Patricia Porter, DO",Patricia,Porter,DO,F,Physician,1,Neurology,Active,2006-05-13,,1,2006-05-13,9999-12-31
541,100541,1023281556,"Skylar McCoy, MD",Skylar,McCoy,MD,F,Physician,1,Oncology,Active,2005-06-01,,1,2005-06-01,9999-12-31
542,100542,1571569929,"Penelope Smith, DO",Penelope,Smith,DO,F,Physician,1,OB/GYN,Active,2019-10-01,,1,2019-10-01,9999-12-31
543,100543,1725066274,"Theresa Garcia, MD",Theresa,Garcia,MD,F,Surgeon,1,Orthopedic Surgery,Active,2013-04-22,,1,2013-04-22,9999-12-31
544,100544,1281216654,"Erica Nelson, DO",Erica,Nelson,DO,F,Surgeon,1,General Surgery,Active,2021-01-16,,1,2021-01-16,9999-12-31
545,100545,1176341944,"Maxwell Austin, NP",Maxwell,Austin,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-10-06,,1,2019-10-06,9999-12-31
546,100546,1476348110,"Dominic Mendez, MD",Dominic,Mendez,MD,M,Physician,1,Family Medicine,Active,2019-01-19,,1,2019-01-19,9999-12-31
547,100547,1178007760,"Kristin Alexander, MD",Kristin,Alexander,MD,F,Physician,1,Pediatrics,Active,2008-10-07,,1,2008-10-07,9999-12-31
548,100548,1447376827,"Easton Vega, DO",Easton,Vega,DO,M,Physician,1,Internal Medicine,Active,2007-04-09,,1,2007-04-09,9999-12-31
549,100549,1370265731,"Wendy Phillips, MD",Wendy,Phillips,MD,F,Physician,0,Emergency Medicine,Terminated,2005-01-30,2010-08-27,1,2005-01-30,9999-12-31
550,100550,1960095035,"Sara Santos, MD",Sara,Santos,MD,F,Physician,1,Anesthesiology,Active,2019-06-16,,1,2019-06-16,9999-12-31
551,100551,1734424084,"Madeline Turner, DO",Madeline,Turner,DO,F,Physician,1,Family Medicine,Active,2005-12-18,,1,2005-12-18,9999-12-31
552,100552,1340247260,"Delilah Pena, DO",Delilah,Pena,DO,F,Physician,1,Pediatrics,Active,2014-03-31,,1,2014-03-31,9999-12-31
553,100553,1381744723,"Eliana Cole, MD",Eliana,Cole,MD,F,Physician,1,Anesthesiology,Active,2020-05-04,,1,2020-05-04,9999-12-31
554,100554,1551056275,"Landon Cooper, DO",Landon,Cooper,DO,M,Physician,1,Pediatrics,Active,2013-04-26,,1,2013-04-26,9999-12-31
555,100555,1449719742,"Esther Carroll, MD",Esther,Carroll,MD,F,Surgeon,1,Orthopedic Surgery,Active,2006-01-26,,1,2006-01-26,9999-12-31
556,100556,1990353696,"Bryson George, DO",Bryson,George,DO,M,Physician,1,Anesthesiology,Active,2013-04-01,,1,2013-04-01,9999-12-31
557,100557,1209282030,"Lillian Parker, DO",Lillian,Parker,DO,F,Physician,1,Cardiology,Active,2018-02-20,,1,2018-02-20,9999-12-31
558,100558,1143117986,"Christopher Elliott, MD",Christopher,Elliott,MD,M,Physician,1,Family Medicine,Active,2017-02-03,,1,2017-02-03,9999-12-31
559,100559,1757738286,"Evan Sims, MD",Evan,Sims,MD,M,Physician,0,Neurology,Terminated,2011-09-16,2016-05-10,1,2011-09-16,9999-12-31
560,100560,1966394390,"Oscar Larson, MD",Oscar,Larson,MD,M,Physician,1,Family Medicine,Active,2006-08-02,,1,2006-08-02,9999-12-31
561,100561,1014701997,"Paul Brown, MD",Paul,Brown,MD,M,Physician,1,Anesthesiology,Active,2013-01-31,,1,2013-01-31,9999-12-31
562,100562,1616218446,"Aiden Aguilar, MD",Aiden,Aguilar,MD,M,Surgeon,1,General Surgery,Active,2007-01-06,,1,2007-01-06,9999-12-31
563,100563,1291030013,"Owen Moore, MD",Owen,Moore,MD,M,Physician,1,Pediatrics,Active,2015-03-17,,1,2015-03-17,9999-12-31
564,100564,1408463004,"Katie Baker, DO",Katie,Baker,DO,F,Physician,1,Dermatology,Active,2005-05-09,,1,2005-05-09,9999-12-31
565,100565,1074808291,"Beckett Romero, NP",Beckett,Romero,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2013-08-21,,1,2013-08-21,9999-12-31
566,100566,1345413417,"Summer Salazar, PA",Summer,Salazar,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2015-03-01,,1,2015-03-01,9999-12-31
567,100567,1487897467,"Norma Rose, MD",Norma,Rose,MD,F,Physician,1,Radiology,Active,2006-04-21,,1,2006-04-21,9999-12-31
568,100568,1509901695,"Carolyn Alvarez, DO",Carolyn,Alvarez,DO,F,Physician,1,Internal Medicine,Active,2013-07-12,,1,2013-07-12,9999-12-31
569,100569,1846972167,"Scott Murphy, MD",Scott,Murphy,MD,M,Physician,1,Endocrinology,Active,2020-01-12,,1,2020-01-12,9999-12-31
570,100570,1575223073,"Adrian Marshall, DO",Adrian,Marshall,DO,M,Surgeon,1,Orthopedic Surgery,Active,2009-09-25,,1,2009-09-25,9999-12-31
571,100571,1666090069,"Reagan Hughes, MD",Reagan,Hughes,MD,F,Physician,1,Cardiology,Active,2018-01-10,,1,2018-01-10,9999-12-31
572,100572,1128360714,"Eugene Taylor, DO",Eugene,Taylor,DO,M,Physician,1,Emergency Medicine,Active,2018-10-14,,1,2018-10-14,9999-12-31
573,100573,1394683838,"Gregory Harrison, MD",Gregory,Harrison,MD,M,Physician,1,Internal Medicine,Active,2015-10-09,,1,2015-10-09,9999-12-31
574,100574,1541471645,"Kennedy Hicks, MD",Kennedy,Hicks,MD,F,Physician,1,Radiology,Active,2021-07-25,,1,2021-07-25,9999-12-31
575,100575,1790513746,"Parker Lee, DO",Parker,Lee,DO,M,Physician,1,OB/GYN,Active,2014-01-18,,1,2014-01-18,9999-12-31
576,100576,1173969836,"Tiffany Dunn, DO",Tiffany,Dunn,DO,F,Physician,1,Pediatrics,Active,2020-09-18,,1,2020-09-18,9999-12-31
577,100577,1974724088,"Serenity Foster, DO",Serenity,Foster,DO,F,Physician,0,Psychiatry,Terminated,2011-07-12,2017-04-13,1,2011-07-12,9999-12-31
578,100578,1651034734,"Asher Roberts, DO",Asher,Roberts,DO,M,Physician,1,Pediatrics,Active,2016-04-30,,1,2016-04-30,9999-12-31
579,100579,1075735039,"Calvin Carpenter, MD",Calvin,Carpenter,MD,M,Physician,1,Internal Medicine,Active,2021-03-09,,1,2021-03-09,9999-12-31
580,100580,1554314950,"Billy Valdez, DO",Billy,Valdez,DO,M,Physician,1,Radiology,Active,2006-02-20,,1,2006-02-20,9999-12-31
581,100581,1604983382,"Pauline Vasquez, MD",Pauline,Vasquez,MD,F,Physician,1,Psychiatry,Active,2018-02-10,,1,2018-02-10,9999-12-31
582,100582,1689264077,"Alexandra Gilbert, MD",Alexandra,Gilbert,MD,F,Physician,1,Neurology,Active,2013-10-02,,1,2013-10-02,9999-12-31
583,100583,1570487077,"Roy Vargas, DO",Roy,Vargas,DO,M,Physician,1,OB/GYN,Active,2015-10-20,,1,2015-10-20,9999-12-31
584,100584,1041102074,"Lois Gonzales, DO",Lois,Gonzales,DO,F,Physician,0,Family Medicine,Terminated,2012-12-22,2014-05-15,1,2012-12-22,9999-12-31
585,100585,1823699643,"William Barnes, DO",William,Barnes,DO,M,Surgeon,1,General Surgery,Active,2021-10-09,,1,2021-10-09,9999-12-31
586,100586,1734231178,"Emilia Nelson, MD",Emilia,Nelson,MD,F,Physician,1,Neurology,Active,2008-05-04,,1,2008-05-04,9999-12-31
587,100587,1975428302,"Hazel Carpenter, DO",Hazel,Carpenter,DO,F,Physician,1,Family Medicine,Active,2018-10-31,,1,2018-10-31,9999-12-31
588,100588,1130952309,"Jean Allen, MD",Jean,Allen,MD,F,Physician,1,Family Medicine,Active,2011-07-22,,1,2011-07-22,9999-12-31
589,100589,1847496113,"Annie Santos, DO",Annie,Santos,DO,F,Physician,1,Internal Medicine,Active,2009-06-02,,1,2009-06-02,9999-12-31
590,100590,1315239312,"Kenneth Ramirez, DO",Kenneth,Ramirez,DO,M,Physician,1,Dermatology,Active,2017-06-12,,1,2017-06-12,9999-12-31
591,100591,1188655757,"Janet Delgado, DO",Janet,Delgado,DO,F,Physician,1,Internal Medicine,Active,2016-07-24,,1,2016-07-24,9999-12-31
592,100592,1419374093,"Laurie Carr, MD",Laurie,Carr,MD,F,Physician,1,Pulmonology,Active,2010-01-17,,1,2010-01-17,9999-12-31
593,100593,1434643158,"Mateo Stephens, DO",Mateo,Stephens,DO,M,Physician,1,Nephrology,Active,2014-08-20,,1,2014-08-20,9999-12-31
594,100594,1026632775,"Audrey Morris, MD",Audrey,Morris,MD,F,Physician,1,Neurology,Active,2005-12-04,,1,2005-12-04,9999-12-31
595,100595,1558696736,"Jeremy Ortega, DO",Jeremy,Ortega,DO,M,Physician,1,Cardiology,Active,2014-01-25,,1,2014-01-25,9999-12-31
596,100596,1736001447,"Hugo Woods, DO",Hugo,Woods,DO,M,Physician,1,Internal Medicine,Active,2008-04-04,,1,2008-04-04,9999-12-31
597,100597,1748414025,"Logan Mitchell, DO",Logan,Mitchell,DO,M,Physician,1,Internal Medicine,Active,2016-02-14,,1,2016-02-14,9999-12-31
598,100598,1328876820,"Ezra Kelley, MD",Ezra,Kelley,MD,M,Physician,0,Emergency Medicine,Terminated,2009-06-21,2014-10-24,1,2009-06-21,9999-12-31
599,100599,1716098623,"Judith Vazquez, MD",Judith,Vazquez,MD,F,Physician,1,Family Medicine,Active,2020-12-16,,1,2020-12-16,9999-12-31
600,100600,1580323383,"Jose Bishop, PA",Jose,Bishop,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2016-09-04,,1,2016-09-04,9999-12-31
601,100601,1859931351,"Brenda Wheeler, MD",Brenda,Wheeler,MD,F,Surgeon,1,Urology,Active,2014-03-26,,1,2014-03-26,9999-12-31
602,100602,1366353366,"Harrison Valdez, DO",Harrison,Valdez,DO,M,Physician,0,Pediatrics,Terminated,2015-08-24,2019-11-30,1,2015-08-24,9999-12-31
603,100603,1912041550,"Scarlett Griffin, DO",Scarlett,Griffin,DO,F,Physician,1,Pediatrics,Active,2011-06-08,,1,2011-06-08,9999-12-31
604,100604,1384542514,"Keith Russell, MD",Keith,Russell,MD,M,Physician,1,Internal Medicine,Active,2011-05-27,,1,2011-05-27,9999-12-31
605,100605,1321931785,"Gavin Montgomery, MD",Gavin,Montgomery,MD,M,Physician,1,Neurology,Active,2012-09-19,,1,2012-09-19,9999-12-31
606,100606,1547546555,"Lawrence Vega, MD",Lawrence,Vega,MD,M,Physician,1,Internal Medicine,Active,2014-04-14,,1,2014-04-14,9999-12-31
607,100607,1584552345,"Brooke Price, MD",Brooke,Price,MD,F,Physician,1,Anesthesiology,Active,2011-05-01,,1,2011-05-01,9999-12-31
608,100608,1064005472,"Maria Kim, MD",Maria,Kim,MD,F,Physician,1,Anesthesiology,Active,2017-12-19,,1,2017-12-19,9999-12-31
609,100609,1616925799,"Mariah Carter, MD",Mariah,Carter,MD,F,Physician,1,Cardiology,Active,2020-05-03,,1,2020-05-03,9999-12-31
610,100610,1380080813,"Diana Andrews, DO",Diana,Andrews,DO,F,Physician,1,Pulmonology,Active,2019-07-10,,1,2019-07-10,9999-12-31
611,100611,1476760053,"Lincoln Scott, NP",Lincoln,Scott,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2021-09-29,,1,2021-09-29,9999-12-31
612,100612,1043969015,"Ava Brown, DO",Ava,Brown,DO,F,Physician,1,Psychiatry,Active,2011-04-04,,1,2011-04-04,9999-12-31
613,100613,1863760601,"Ezekiel Taylor, DO",Ezekiel,Taylor,DO,M,Physician,1,Pediatrics,Active,2016-11-25,,1,2016-11-25,9999-12-31
614,100614,1630712355,"Shirley Rice, DO",Shirley,Rice,DO,F,Physician,1,Pediatrics,Active,2013-02-20,,1,2013-02-20,9999-12-31
615,100615,1280879977,"Stephen Cooper, DO",Stephen,Cooper,DO,M,Physician,1,Family Medicine,Active,2010-11-11,,1,2010-11-11,9999-12-31
616,100616,1545957982,"Michael Soto, MD",Michael,Soto,MD,M,Physician,1,Family Medicine,Active,2008-02-11,,1,2008-02-11,9999-12-31
617,100617,1918381021,"Caleb McDonald, DO",Caleb,McDonald,DO,M,Physician,1,OB/GYN,Active,2015-12-28,,1,2015-12-28,9999-12-31
618,100618,1561715984,"Tara Cruz, DO",Tara,Cruz,DO,F,Physician,1,Family Medicine,Active,2011-09-02,,1,2011-09-02,9999-12-31
619,100619,1621336424,"Jessica Ryan, MD",Jessica,Ryan,MD,F,Physician,1,Anesthesiology,Active,2022-04-19,,1,2022-04-19,9999-12-31
620,100620,1827382928,"Emmett Morales, DO",Emmett,Morales,DO,M,Physician,1,Psychiatry,Active,2017-10-31,,1,2017-10-31,9999-12-31
621,100621,1112060294,"Ryker Romero, DO",Ryker,Romero,DO,M,Physician,0,Gastroenterology,Terminated,2009-01-11,2012-02-12,1,2009-01-11,9999-12-31
622,100622,1398652406,"Eli Hernandez, DO",Eli,Hernandez,DO,M,Surgeon,0,Orthopedic Surgery,Terminated,2018-02-12,2019-04-18,1,2018-02-12,9999-12-31
623,100623,1641739007,"Thomas Warren, NP",Thomas,Warren,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2011-03-08,,1,2011-03-08,9999-12-31
624,100624,1861338233,"Roman Parker, PA",Roman,Parker,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2009-11-26,,1,2009-11-26,9999-12-31
625,100625,1180417761,"Johnny Dunn, MD",Johnny,Dunn,MD,M,Physician,1,Neurology,Active,2010-05-19,,1,2010-05-19,9999-12-31
626,100626,1844423907,"Christina Jenkins, MD",Christina,Jenkins,MD,F,Physician,1,Nephrology,Active,2011-04-27,,1,2011-04-27,9999-12-31
627,100627,1490769183,"Holly Aguilar, PA",Holly,Aguilar,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2015-09-11,,1,2015-09-11,9999-12-31
628,100628,1604662243,"Terry Medina, DO",Terry,Medina,DO,M,Physician,1,Cardiology,Active,2016-10-24,,1,2016-10-24,9999-12-31
629,100629,1511465536,"Jaxon Black, DO",Jaxon,Black,DO,M,Physician,0,Emergency Medicine,Terminated,2006-12-10,2010-04-08,1,2006-12-10,9999-12-31
630,100630,1907537138,"George Maldonado, DO",George,Maldonado,DO,M,Physician,1,Psychiatry,Active,2006-07-04,,1,2006-07-04,9999-12-31
631,100631,1758400734,"Kelly Mason, DO",Kelly,Mason,DO,F,Surgeon,1,General Surgery,Active,2015-09-16,,1,2015-09-16,9999-12-31
632,100632,1989549802,"Naomi Ford, MD",Naomi,Ford,MD,F,Physician,1,Endocrinology,Active,2022-11-25,,1,2022-11-25,9999-12-31
633,100633,1104581401,"Ruby Hill, MD",Ruby,Hill,MD,F,Physician,1,Dermatology,Active,2020-07-08,,1,2020-07-08,9999-12-31
634,100634,1954073220,"Rebecca Fox, DO",Rebecca,Fox,DO,F,Physician,1,Nephrology,Active,2018-03-21,,1,2018-03-21,9999-12-31
635,100635,1440649803,"Joan Singh, DO",Joan,Singh,DO,F,Physician,1,OB/GYN,Active,2015-03-07,,1,2015-03-07,9999-12-31
636,100636,1401188276,"Christine Walker, MD",Christine,Walker,MD,F,Physician,1,Pediatrics,Active,2014-06-21,,1,2014-06-21,9999-12-31
637,100637,1347845779,"Joanne Sanchez, DO",Joanne,Sanchez,DO,F,Physician,1,Pediatrics,Active,2014-10-23,,1,2014-10-23,9999-12-31
638,100638,1788805656,"Elliott Greene, DO",Elliott,Greene,DO,M,Physician,1,Gastroenterology,Active,2005-05-22,,1,2005-05-22,9999-12-31
639,100639,1191415254,"Josephine Hunter, PA",Josephine,Hunter,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2010-10-13,,1,2010-10-13,9999-12-31
640,100640,1702744402,"Evelyn Watson, MD",Evelyn,Watson,MD,F,Physician,1,Internal Medicine,Active,2012-01-29,,1,2012-01-29,9999-12-31
641,100641,1942728405,"Doreen Collins, DO",Doreen,Collins,DO,F,Surgeon,1,General Surgery,Active,2021-12-28,,1,2021-12-28,9999-12-31
642,100642,1822607859,"Barbara Harrison, DO",Barbara,Harrison,DO,F,Physician,1,Family Medicine,Active,2021-04-12,,1,2021-04-12,9999-12-31
643,100643,1782079367,"Ethan West, DO",Ethan,West,DO,M,Physician,0,Emergency Medicine,Terminated,2008-04-14,2016-01-01,1,2008-04-14,9999-12-31
644,100644,1025867572,"Steven Gutierrez, MD",Steven,Gutierrez,MD,M,Physician,1,Gastroenterology,Active,2011-10-26,,1,2011-10-26,9999-12-31
645,100645,1281425926,"Wanda Arnold, MD",Wanda,Arnold,MD,F,Physician,1,Neurology,Active,2006-10-21,,1,2006-10-21,9999-12-31
646,100646,1816515404,"Bella Bell, DO",Bella,Bell,DO,F,Physician,1,Pediatrics,Active,2011-09-08,,1,2011-09-08,9999-12-31
647,100647,1623703677,"Ann Simpson, MD",Ann,Simpson,MD,F,Physician,1,Psychiatry,Active,2023-02-24,,1,2023-02-24,9999-12-31
648,100648,1027305679,"Gloria Bennett, MD",Gloria,Bennett,MD,F,Physician,1,Internal Medicine,Active,2021-04-08,,1,2021-04-08,9999-12-31
649,100649,1841522922,"Justin Hamilton, PA",Justin,Hamilton,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2015-12-27,,1,2015-12-27,9999-12-31
650,100650,1907276773,"Cooper Wright, DO",Cooper,Wright,DO,M,Physician,0,Internal Medicine,Terminated,2014-11-03,2019-03-31,1,2014-11-03,9999-12-31
651,100651,1563717015,"Alyssa Matthews, DO",Alyssa,Matthews,DO,F,Physician,1,Family Medicine,Active,2016-05-10,,1,2016-05-10,9999-12-31
652,100652,1783993632,"Katelyn Freeman, MD",Katelyn,Freeman,MD,F,Physician,1,Pediatrics,Active,2015-07-14,,1,2015-07-14,9999-12-31
653,100653,1534647651,"Jordan Reyes, MD",Jordan,Reyes,MD,M,Physician,1,Pediatrics,Active,2014-06-22,,1,2014-06-22,9999-12-31
654,100654,1379540921,"Hunter Gibson, MD",Hunter,Gibson,MD,M,Physician,1,OB/GYN,Active,2013-06-09,,1,2013-06-09,9999-12-31
655,100655,1015701576,"Pamela Williamson, MD",Pamela,Williamson,MD,F,Physician,1,Internal Medicine,Active,2018-01-19,,1,2018-01-19,9999-12-31
656,100656,1835029493,"Courtney Jacobs, DO",Courtney,Jacobs,DO,F,Physician,1,Cardiology,Active,2010-11-05,,1,2010-11-05,9999-12-31
657,100657,1143856569,"Savannah Chen, MD",Savannah,Chen,MD,F,Physician,1,Family Medicine,Active,2014-01-20,,1,2014-01-20,9999-12-31
658,100658,1638290115,"Kelsey Gilbert, MD",Kelsey,Gilbert,MD,F,Physician,0,Endocrinology,Terminated,2017-01-23,2024-04-12,1,2017-01-23,9999-12-31
659,100659,1745984566,"Irene Wong, DO",Irene,Wong,DO,F,Physician,1,Gastroenterology,Active,2022-11-06,,1,2022-11-06,9999-12-31
660,100660,1206890259,"Charlotte Gonzalez, DO",Charlotte,Gonzalez,DO,F,Physician,1,Family Medicine,Active,2019-08-09,,1,2019-08-09,9999-12-31
661,100661,1401906758,"Willie Weaver, DO",Willie,Weaver,DO,M,Physician,1,Psychiatry,Active,2021-08-12,,1,2021-08-12,9999-12-31
662,100662,1236118540,"Micah Estrada, DO",Micah,Estrada,DO,M,Physician,1,Internal Medicine,Active,2014-03-23,,1,2014-03-23,9999-12-31
663,100663,1925318406,"Dennis Rogers, PA",Dennis,Rogers,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2018-08-08,,1,2018-08-08,9999-12-31
664,100664,1393049027,"Lori Hernandes, DO",Lori,Hernandes,DO,F,Physician,0,Dermatology,Terminated,2017-08-08,2019-01-21,1,2017-08-08,9999-12-31
665,100665,1875986959,"Miles Stevens, MD",Miles,Stevens,MD,M,Physician,1,Cardiology,Active,2014-09-29,,1,2014-09-29,9999-12-31
666,100666,1146716641,"Jason Lee, DO",Jason,Lee,DO,M,Surgeon,1,General Surgery,Active,2014-11-01,,1,2014-11-01,9999-12-31
667,100667,1237584383,"Spencer Powell, DO",Spencer,Powell,DO,M,Physician,1,Cardiology,Active,2015-12-26,,1,2015-12-26,9999-12-31
668,100668,1189272505,"Dean Robertson, MD",Dean,Robertson,MD,M,Physician,1,Internal Medicine,Active,2011-06-22,,1,2011-06-22,9999-12-31
669,100669,1532163724,"Jeffrey Roberts, DO",Jeffrey,Roberts,DO,M,Physician,1,Family Medicine,Active,2005-04-19,,1,2005-04-19,9999-12-31
670,100670,1717255290,"Brandy Porter, MD",Brandy,Porter,MD,F,Physician,1,Cardiology,Active,2015-02-11,,1,2015-02-11,9999-12-31
671,100671,1553544122,"Ryder Washington, MD",Ryder,Washington,MD,M,Physician,1,Cardiology,Active,2019-03-20,,1,2019-03-20,9999-12-31
672,100672,1775502465,"Dawn Lawrence, MD",Dawn,Lawrence,MD,F,Physician,1,Family Medicine,Active,2009-01-05,,1,2009-01-05,9999-12-31
673,100673,1702098388,"Jonah Lopez, DO",Jonah,Lopez,DO,M,Physician,1,Internal Medicine,Active,2007-08-27,,1,2007-08-27,9999-12-31
674,100674,1911076070,"Bryan Dean, DO",Bryan,Dean,DO,M,Physician,1,Pediatrics,Active,2022-11-23,,1,2022-11-23,9999-12-31
675,100675,1986103594,"Nicholas Reid, PA",Nicholas,Reid,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2020-02-07,,1,2020-02-07,9999-12-31
676,100676,1270236526,"Cheryl Ortiz, MD",Cheryl,Ortiz,MD,F,Surgeon,0,General Surgery,Terminated,2008-04-16,2013-03-14,1,2008-04-16,9999-12-31
677,100677,1842702426,"Alexa Jimenez, DO",Alexa,Jimenez,DO,F,Physician,1,Pediatrics,Active,2009-06-07,,1,2009-06-07,9999-12-31
678,100678,1473674932,"Rose Espinoza, MD",Rose,Espinoza,MD,F,Surgeon,1,Urology,Active,2022-06-01,,1,2022-06-01,9999-12-31
679,100679,1361345215,"Jayden Jensen, MD",Jayden,Jensen,MD,M,Physician,1,Internal Medicine,Active,2015-11-02,,1,2015-11-02,9999-12-31
680,100680,1925666991,"Everett Carroll, DO",Everett,Carroll,DO,M,Physician,1,Gastroenterology,Active,2010-08-12,,1,2010-08-12,9999-12-31
681,100681,1561630050,"Alexis Alvarado, PA",Alexis,Alvarado,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2022-10-02,,1,2022-10-02,9999-12-31
682,100682,1731454926,"Lillian Richards, MD",Lillian,Richards,MD,F,Physician,1,Internal Medicine,Active,2012-03-13,,1,2012-03-13,9999-12-31
683,100683,1681701938,"Blake Henderson, DO",Blake,Henderson,DO,M,Physician,1,Pediatrics,Active,2008-01-29,,1,2008-01-29,9999-12-31
684,100684,1667740388,"Kingston Lewis, MD",Kingston,Lewis,MD,M,Physician,1,Internal Medicine,Active,2021-04-27,,1,2021-04-27,9999-12-31
685,100685,1526282002,"Stella Watkins, MD",Stella,Watkins,MD,F,Physician,1,Pediatrics,Active,2005-11-24,,1,2005-11-24,9999-12-31
686,100686,1746890135,"Bailey Wood, MD",Bailey,Wood,MD,F,Physician,1,Cardiology,Active,2014-05-05,,1,2014-05-05,9999-12-31
687,100687,1295244897,"Alice Hunt, DO",Alice,Hunt,DO,F,Physician,1,Family Medicine,Active,2010-11-30,,1,2010-11-30,9999-12-31
688,100688,1463246483,"Milo Wagner, DO",Milo,Wagner,DO,M,Physician,1,Internal Medicine,Active,2006-12-19,,1,2006-12-19,9999-12-31
689,100689,1257206286,"Lily Bryant, MD",Lily,Bryant,MD,F,Physician,1,Internal Medicine,Active,2008-10-27,,1,2008-10-27,9999-12-31
690,100690,1342963851,"Rowan Baker, MD",Rowan,Baker,MD,M,Physician,1,Family Medicine,Active,2007-08-12,,1,2007-08-12,9999-12-31
691,100691,1304726326,"Jacqueline Pierce, MD",Jacqueline,Pierce,MD,F,Surgeon,1,General Surgery,Active,2017-09-22,,1,2017-09-22,9999-12-31
692,100692,1891851547,"Amber Dominguez, MD",Amber,Dominguez,MD,F,Physician,1,Family Medicine,Active,2015-01-01,,1,2015-01-01,9999-12-31
693,100693,1011502019,"Colton Berry, DO",Colton,Berry,DO,M,Physician,1,Internal Medicine,Active,2007-07-20,,1,2007-07-20,9999-12-31
694,100694,1990348994,"Hudson McCoy, DO",Hudson,McCoy,DO,M,Physician,1,Endocrinology,Active,2020-09-08,,1,2020-09-08,9999-12-31
695,100695,1297985515,"Elena French, DO",Elena,French,DO,F,Physician,1,Oncology,Active,2017-04-25,,1,2017-04-25,9999-12-31
696,100696,1329816913,"Juanita Evans, MD",Juanita,Evans,MD,F,Physician,1,Anesthesiology,Active,2021-10-24,,1,2021-10-24,9999-12-31
697,100697,1753729801,"Randy Wallace, DO",Randy,Wallace,DO,M,Physician,1,OB/GYN,Active,2012-08-13,,1,2012-08-13,9999-12-31
698,100698,1542201552,"Meredith Johnson, DO",Meredith,Johnson,DO,F,Physician,0,Pediatrics,Terminated,2014-04-11,2018-11-30,1,2014-04-11,9999-12-31
699,100699,1688496027,"Joseph Rodriguez, MD",Joseph,Rodriguez,MD,M,Physician,1,Family Medicine,Active,2016-03-16,,1,2016-03-16,9999-12-31
700,100700,1339676874,"Aria Ray, MD",Aria,Ray,MD,F,Physician,1,Neurology,Active,2014-03-08,,1,2014-03-08,9999-12-31
701,100701,1909608890,"Josiah Riley, DO",Josiah,Riley,DO,M,Physician,1,Internal Medicine,Active,2014-05-16,,1,2014-05-16,9999-12-31
702,100702,1068524581,"Louis Tucker, DO",Louis,Tucker,DO,M,Physician,1,Pediatrics,Active,2017-01-06,,1,2017-01-06,9999-12-31
703,100703,1173665043,"Juan Ramos, MD",Juan,Ramos,MD,M,Physician,1,Family Medicine,Active,2016-02-27,,1,2016-02-27,9999-12-31
